item_id	movie_title_item	movie_title_emb
738	Threesome	Threesome (1994)
739	Pretty Woman	Pretty Woman (1990)
740	Jane Eyre	
741	Last Supper, The	
742	Ransom	King's Ransom (2005)
743	Crow: City of Angels, The	
744	Michael Collins	Michael Collins (1996)
745	Ruling Class, The	
746	Real Genius	Real Genius (1985)
747	Benny & Joon	Benny & Joon (1993)
748	Saint, The	
749	MatchMaker, The	
750	Amistad	Amistad (1997)
751	Tomorrow Never Dies	Tomorrow Never Dies (1997)
752	Replacement Killers, The	
753	Burnt By the Sun	
754	Red Corner	Red Corner (1997)
755	Jumanji	Jumanji (1995)
756	Father of the Bride Part II	Father of the Bride Part II (1995)
757	Across the Sea of Time	
758	Lawnmower Man 2: Beyond Cyberspace	
759	Fair Game	
760	Screamers	
761	Nick of Time	Nick of Time (1995)
762	Beautiful Girls	Beautiful Girls (1996)
763	Happy Gilmore	Happy Gilmore (1996)
764	If Lucy Fell	If Lucy Fell (1996)
765	Boomerang	
766	Man of the Year	
767	Addiction, The	
768	Casper	Casper Meets Wendy (1998)
769	Congo	Congo (1995)
770	Devil in a Blue Dress	Devil in a Blue Dress (1995)
771	Johnny Mnemonic	Johnny Mnemonic (1995)
772	Kids	Honey, I Shrunk the Kids (1989)
773	Mute Witness	Mute Witness (1994)
774	Prophecy, The	
775	Something to Talk About	Something to Talk About (1995)
776	Three Wishes	Three Wishes (1995)
777	Castle Freak	Castle Freak (1995)
778	Don Juan DeMarco	Don Juan DeMarco (1995)
779	Drop Zone	Drop Zone (1994)
780	Dumb & Dumber	
781	French Kiss	
782	Little Odessa	
783	Milk Money	Milk Money (1994)
784	Beyond Bedlam	
785	Only You	
786	Perez Family, The	
787	Roommates	
788	Relative Fear	Relative Fear (1994)
789	Swimming with Sharks	Swimming with Sharks (1995)
790	Tommy Boy	Tommy Boy (1995)
791	Baby-Sitters Club, The	
792	Bullets Over Broadway	Bullets Over Broadway (1994)
793	Crooklyn	Crooklyn (1994)
794	It Could Happen to You	It Could Happen to You (1994)
795	Richie Rich	Richie Rich (1994)
796	Speechless	
797	Timecop	Timecop (1994)
798	Bad Company	
799	Boys Life	Boys Life (1995)
800	In the Mouth of Madness	In the Mouth of Madness (1995)
801	Air Up There, The	
802	Hard Target	Hard Target (1993)
803	Heaven & Earth	
804	Jimmy Hollywood	Jimmy Hollywood (1994)
805	Manhattan Murder Mystery	Manhattan Murder Mystery (1993)
806	Menace II Society	Menace II Society (1993)
807	Poetic Justice	Poetic Justice (1993)
808	Program, The	
809	Rising Sun	Rising Sun (1993)
810	Shadow, The	
811	Thirty-Two Short Films About Glenn Gould	Thirty-Two Short Films About Glenn Gould (1993)
812	Andre	Andre (1994)
813	Celluloid Closet, The	
814	Great Day in Harlem, A	
815	One Fine Day	
816	Candyman: Farewell to the Flesh	
817	Frisk	Frisk (1995)
818	Girl 6	Girl 6 (1996)
819	Eddie	Eddie Murphy Raw (1987)
820	Space Jam	Space Jam (1996)
821	Mrs. Winterbourne	Mrs. Winterbourne (1996)
822	Faces	Angels with Dirty Faces (1938)
823	Mulholland Falls	Mulholland Falls (1996)
824	Great White Hype, The	
825	Arrival, The	
826	Phantom, The	
827	Daylight	
828	Alaska	Mystery, Alaska (1999)
829	Fled	Fled (1996)
830	Power 98	
831	Escape from L.A.	Escape from L.A. (1996)
832	Bogus	Bogus (1996)
833	Bulletproof	Bulletproof Monk (2003)
834	Halloween: The Curse of Michael Myers	
835	Gay Divorcee, The	
836	Ninotchka	Ninotchka (1939)
837	Meet John Doe	Meet John Doe (1941)
838	In the Line of Duty 2	
839	Loch Ness	Incident at Loch Ness (2004)
840	Last Man Standing	
841	Glimmer Man, The	
842	Pollyanna	Pollyanna (1960)
843	Shaggy Dog, The	
844	Freeway	
845	That Thing You Do!	That Thing You Do! (1996)
846	To Gillian on Her 37th Birthday	To Gillian on Her 37th Birthday (1996)
847	Looking for Richard	Looking for Richard (1996)
848	Murder, My Sweet	
849	Days of Thunder	Days of Thunder (1990)
850	Perfect Candidate, A	
851	Two or Three Things I Know About Her	
852	Bloody Child, The	
853	Braindead	
854	Bad Taste	Bad Taste (1987)
855	Diva	
856	Night on Earth	Night on Earth (1991)
857	Paris Was a Woman	
858	Amityville: Dollhouse	
859	April Fool's Day	April Fool's Day (1986)
860	Believers, The	
861	Nosferatu a Venezia	
862	Jingle All the Way	Jingle All the Way (1996)
863	Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)	
864	My Fellow Americans	My Fellow Americans (1996)
865	Ice Storm, The	
866	Michael	Halloween 4 The Return of Michael Myers (1988)
867	Whole Wide World, The	
868	Hearts and Minds	Hearts and Minds (1996)
869	Fools Rush In	Fools Rush In (1997)
870	Touch	Touch of Pink (2004)
871	Vegas Vacation	
872	Love Jones	Love Jones (1997)
873	Picture Perfect	
874	Career Girls	Career Girls (1997)
875	She's So Lovely	She's So Lovely (1997)
876	Money Talks	
877	Excess Baggage	
878	That Darn Cat!	That Darn Cat! (1965)
879	Peacemaker, The	
880	Soul Food	Soul Food (1997)
881	Money Talks	
882	Washington Square	Washington Square (1997)
883	Telling Lies in America	
884	Year of the Horse	Year of the Horse (1997)
885	Phantoms	Phantoms (1998)
886	Life Less Ordinary, A	
887	Eve's Bayou	Eve's Bayou (1997)
888	One Night Stand	
889	Tango Lesson, The	
890	Mortal Kombat: Annihilation	
891	Bent	
892	Flubber	Flubber (1997)
893	For Richer or Poorer	For Richer or Poorer (1997)
894	Home Alone 3	Home Alone 3 (1997)
895	Scream 2	Scream 2 (1997)
896	Sweet Hereafter, The	
897	Time Tracers	
898	Postman, The	
899	Winter Guest, The	
900	Kundun	Kundun (1997)
901	Mr. Magoo	Mr. Magoo (1997)
902	Big Lebowski, The	
903	Afterglow	
904	Ma vie en rose (My Life in Pink)	
905	Great Expectations	
906	Oscar & Lucinda	
907	Vermin	
908	Half Baked	Half Baked (1998)
909	Dangerous Beauty	Dangerous Beauty (1998)
910	Nil By Mouth	
911	Twilight	Twilight Zone The Movie (1983)
912	U.S. Marshalls	
913	Love and Death on Long Island	Love and Death on Long Island (1997)
914	Wild Things	Wild Things (1998)
915	Primary Colors	Primary Colors (1998)
916	Lost in Space	Lost in Space (1998)
917	Mercury Rising	Mercury Rising (1998)
918	City of Angels	City of Angels (1998)
919	City of Lost Children, The	
920	Two Bits	
921	Farewell My Concubine	
922	Dead Man	Dead Man Walking (1995)
923	Raise the Red Lantern	
924	White Squall	White Squall (1996)
925	Unforgettable	
926	Down Periscope	Down Periscope (1996)
927	Flower of My Secret, The (Flor de mi secreto, La)	
928	Craft, The	
929	Harriet the Spy	Harriet the Spy (1996)
930	Chain Reaction	
931	Island of Dr. Moreau, The	
932	First Kid	First Kid (1996)
933	Funeral, The	
934	Preacher's Wife, The	
935	Paradise Road	Paradise Road (1997)
936	Brassed Off	Brassed Off (1996)
937	Thousand Acres, A	
938	Smile Like Yours, A	
939	Murder in the First	Murder in the First (1995)
940	Airheads	Airheads (1994)
941	With Honors	With Honors (1994)
942	What's Love Got to Do with It	
943	Killing Zoe	Killing Zoe (1994)
944	Renaissance Man	Renaissance Man (1994)
945	Charade	
946	Fox and the Hound, The	
947	Big Blue, The (Grand bleu, Le)	
948	Booty Call	Booty Call (1997)
949	How to Make an American Quilt	How to Make an American Quilt (1995)
950	Georgia	
951	Indian in the Cupboard, The	
952	Blue in the Face	Blue in the Face (1995)
953	Unstrung Heroes	Unstrung Heroes (1995)
954	Unzipped	Unzipped (1995)
955	Before Sunrise	Before Sunrise (1995)
956	Nobody's Fool	
957	Pushing Hands	
958	To Live (Huozhe)	
959	Dazed and Confused	Dazed and Confused (1993)
960	Naked	Naked Gun 33 13 The Final Insult (1994)
961	Orlando	Orlando (1992)
962	Ruby in Paradise	Ruby in Paradise (1993)
963	Some Folks Call It a Sling Blade	Some Folks Call It a Sling Blade (1993)
964	Month by the Lake, A	
965	Funny Face	Funny Face (1957)
966	Affair to Remember, An	
967	Little Lord Fauntleroy	
968	Inspector General, The	
969	Winnie the Pooh and the Blustery Day	Winnie the Pooh and the Blustery Day (1968)
970	Hear My Song	Hear My Song (1991)
971	Mediterraneo	Mediterraneo (1991)
972	Passion Fish	Passion Fish (1992)
973	Grateful Dead	
974	Eye for an Eye	
975	Fear	Fear of a Black Hat (1994)
976	Solo	King Solomon's Mines (1937)
977	Substitute, The	
978	Heaven's Prisoners	Heaven's Prisoners (1996)
979	Trigger Effect, The	
980	Mother Night	Mother Night (1996)
981	Dangerous Ground	
982	Maximum Risk	Maximum Risk (1996)
983	Rich Man's Wife, The	
984	Shadow Conspiracy	Shadow Conspiracy (1997)
985	Blood & Wine	
986	Turbulence	
987	Underworld	Underworld Evolution (2006)
988	Beautician and the Beast, The	
989	Cats Don't Dance	Cats Don't Dance (1997)
990	Anna Karenina	Anna Karenina (1997)
991	Keys to Tulsa	
992	Head Above Water	Head Above Water (1996)
993	Hercules	
994	Last Time I Committed Suicide, The	
995	Kiss Me, Guido	Kiss Me, Guido (1997)
996	Big Green, The	
997	Stuart Saves His Family	Stuart Saves His Family (1995)
998	Cabin Boy	Cabin Boy (1994)
999	Clean Slate	Clean Slate (1994)
1000	Lightning Jack	Lightning Jack (1994)
1001	Stupids, The	
1002	Pest, The	
1003	That Darn Cat!	That Darn Cat! (1965)
1004	Geronimo: An American Legend	
1005	Double vie de Véronique, La (Double Life of Veronique, The)	
1006	Until the End of the World (Bis ans Ende der Welt)	
1007	Waiting for Guffman	Waiting for Guffman (1996)
1008	I Shot Andy Warhol	I Shot Andy Warhol (1996)
1009	Stealing Beauty	Stealing Beauty (1996)
1010	Basquiat	Basquiat (1996)
1011	2 Days in the Valley	2 Days in the Valley (1996)
1012	Private Parts	Private Parts (1997)
1013	Anaconda	Anacondas The Hunt for the Blood Orchid (2004)
1014	Romy and Michele's High School Reunion	Romy and Michele's High School Reunion (1997)
1015	Shiloh	Shiloh (1997)
1016	Con Air	Con Air (1997)
1017	Trees Lounge	Trees Lounge (1996)
1018	Tie Me Up! Tie Me Down!	
1019	Die xue shuang xiong (Killer, The)	
1020	Gaslight	
1021	8 1/2	
1022	Fast, Cheap & Out of Control	Fast, Cheap & Out of Control (1997)
1023	Fathers' Day	
1024	Mrs. Dalloway	
1025	Fire Down Below	
1026	Lay of the Land, The	
1027	Shooter, The	
1028	Grumpier Old Men	Grumpier Old Men (1995)
1029	Jury Duty	Jury Duty (1995)
1030	Beverly Hillbillies, The	Beverly Hillbillies, The (1993)
1031	Lassie	Lassie (1994)
1032	Little Big League	Little Big League (1994)
1033	Homeward Bound II: Lost in San Francisco	
1034	Quest, The	
1035	Cool Runnings	Cool Runnings (1993)
1036	Drop Dead Fred	Drop Dead Fred (1991)
1037	Grease 2	Grease 2 (1982)
1038	Switchback	Switchback (1997)
1039	Hamlet	Hamlet (1990)
1040	Two if by Sea	
1041	Forget Paris	Forget Paris (1995)
1042	Just Cause	Just Cause (1995)
1043	Rent-a-Kid	Rent-a-Kid (1995)
1044	Paper, The	
1045	Fearless	
1046	Malice	Absence of Malice (1981)
1047	Multiplicity	Multiplicity (1996)
1048	She's the One	She's the One (1996)
1049	House Arrest	
1050	Ghost and Mrs. Muir, The	
1051	Associate, The	
1052	Dracula: Dead and Loving It	
1053	Now and Then	Now and Then (1995)
1054	Mr. Wrong	Mr. Wrong (1996)
1055	Simple Twist of Fate, A	
1056	Cronos	
1057	Pallbearer, The	
1058	War, The	
1059	Don't Be a Menace to South Central While Drinking Your Juice in the Hood	Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
1060	Adventures of Pinocchio, The	
1061	Evening Star, The	
1062	Four Days in September	
1063	Little Princess, A	
1064	Crossfire	Crossfire (1947)
1065	Koyaanisqatsi	
1066	Balto	Balto (1995)
1067	Bottle Rocket	Bottle Rocket (1996)
1068	Star Maker, The (Uomo delle stelle, L')	
1069	Amateur	
1070	Living in Oblivion	Living in Oblivion (1995)
1071	Party Girl	
1072	Pyromaniac's Love Story, A	
1073	Shallow Grave	Shallow Grave (1994)
1074	Reality Bites	Reality Bites (1994)
1075	Man of No Importance, A	
1076	Pagemaster, The	
1077	Love and a .45	Love and a .45 (1994)
1078	Oliver & Company	Oliver & Company (1988)
1079	Joe's Apartment	Joe's Apartment (1996)
1080	Celestial Clockwork	
1081	Curdled	
1082	Female Perversions	Female Perversions (1996)
1083	Albino Alligator	Albino Alligator (1996)
1084	Anne Frank Remembered	Anne Frank Remembered (1995)
1085	Carried Away	
1086	It's My Party	It's My Party (1996)
1087	Bloodsport 2	
1088	Double Team	Double Team (1997)
1089	Speed 2: Cruise Control	
1090	Sliver	Sliver (1993)
1091	Pete's Dragon	Pete's Dragon (1977)
1092	Dear God	Dear God (1996)
1093	Live Nude Girls	Live Nude Girls (1995)
1094	Thin Line Between Love and Hate, A	
1095	High School High	High School High (1996)
1096	Commandments	
1097	Hate (Haine, La)	
1098	Flirting With Disaster	Flirting With Disaster (1996)
1099	Red Firecracker, Green Firecracker	
1100	What Happened Was...	What Happened Was... (1994)
1101	Six Degrees of Separation	Six Degrees of Separation (1993)
1102	Two Much	Two Much (1995)
1103	Trust	
1104	C'est arrivé près de chez vous	
1105	Firestorm	
1106	Newton Boys, The	
1107	Beyond Rangoon	Beyond Rangoon (1995)
1108	Feast of July	
1109	Death and the Maiden	Death and the Maiden (1994)
1110	Tank Girl	Tank Girl (1995)
1111	Double Happiness	Double Happiness (1994)
1112	Cobb	Cobb (1994)
1113	Mrs. Parker and the Vicious Circle	Mrs. Parker and the Vicious Circle (1994)
1114	Faithful	
1115	Twelfth Night	
1116	Mark of Zorro, The	
1117	Surviving Picasso	
1118	Up in Smoke	Cheech and Chong's Up in Smoke (1978)
1119	Some Kind of Wonderful	Some Kind of Wonderful (1987)
1120	I'm Not Rappaport	
1121	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)	
1122	They Made Me a Criminal	
1123	Last Time I Saw Paris, The	
1124	Farewell to Arms, A	
1125	Innocents, The	
1126	Old Man and the Sea, The	
1127	Truman Show, The	
1128	Heidi Fleiss: Hollywood Madam	
1129	Chungking Express	
1130	Jupiter's Wife	
1131	Safe	Fail-Safe (1964)
1132	Feeling Minnesota	Feeling Minnesota (1996)
1133	Escape to Witch Mountain	Escape to Witch Mountain (1975)
1134	Get on the Bus	Get on the Bus (1996)
1135	Doors, The	
1136	Ghosts of Mississippi	Ghosts of Mississippi (1996)
1137	Beautiful Thing	Beautiful Thing (1996)
1138	Best Men	Best Men (1997)
1139	Hackers	Hackers (1995)
1140	Road to Wellville, The	
1141	War Room, The	
1142	When We Were Kings	When We Were Kings (1996)
1143	Hard Eight	
1144	Quiet Room, The	
1145	Blue Chips	Blue Chips (1994)
1146	Calendar Girl	Calendar Girls (2003)
1147	My Family	My Family (1995)
1148	Tom & Viv	Tom & Viv (1994)
1149	Walkabout	Walkabout (1971)
1150	Last Dance	Save the Last Dance (2001)
1151	Original Gangstas	
1152	In Love and War	
1153	Backbeat	Backbeat (1993)
1154	Alphaville	
1155	Rendezvous in Paris (Rendez-vous de Paris, Les)	
1156	Cyclo	
1157	Relic, The	
1158	Fille seule, La (A Single Girl)	
1159	Stalker	
1160	Love! Valour! Compassion!	
1161	Palookaville	Palookaville (1996)
1162	Phat Beach	
1163	Portrait of a Lady, The	
1164	Zeus and Roxanne	Zeus and Roxanne (1997)
1165	Big Bully	Big Bully (1996)
1166	Love & Human Remains	Love & Human Remains (1993)
1167	Sum of Us, The	Sum of Us, The (1994)
1168	Little Buddha	Little Buddha (1993)
1169	Fresh	
1170	Spanking the Monkey	Spanking the Monkey (1994)
1171	Wild Reeds	
1172	Women, The	
1173	Bliss	
1174	Caught	
1175	Hugo Pool	
1176	Welcome To Sarajevo	
1177	Dunston Checks In	Dunston Checks In (1996)
1178	Major Payne	Major Payne (1995)
1179	Man of the House	
1180	I Love Trouble	I Love Trouble (1994)
1181	Low Down Dirty Shame, A	
1182	Cops and Robbersons	Cops and Robbersons (1994)
1183	Cowboy Way, The	
1184	Endless Summer 2, The	
1185	In the Army Now	In the Army Now (1994)
1186	Inkwell, The	
1187	Switchblade Sisters	
1188	Young Guns II	Young Guns II (1990)
1189	Prefontaine	Prefontaine (1997)
1190	That Old Feeling	
1191	Letter From Death Row, A	
1192	Boys of St. Vincent, The	
1193	Before the Rain (Pred dozhdot)	
1194	Once Were Warriors	Once Were Warriors (1994)
1195	Strawberry and Chocolate (Fresa y chocolate)	
1196	Savage Nights (Nuits fauves, Les)	
1197	Family Thing, A	
1198	Purple Noon	
1199	Cemetery Man (Dellamorte Dellamore)	
1200	Kim	
1201	Marlene Dietrich: Shadow and Light	
1202	Maybe, Maybe Not (Bewegte Mann, Der)	
1203	Top Hat	Top Hat (1935)
1204	To Be or Not to Be	
1205	Secret Agent, The	
1206	Amos & Andrew	Amos & Andrew (1993)
1207	Jade	
1208	Kiss of Death	Kiss of Death (1995)
1209	Mixed Nuts	Mixed Nuts (1994)
1210	Virtuosity	Virtuosity (1995)
1211	Blue Sky	
1212	Flesh and Bone	Flesh and Bone (1993)
1213	Guilty as Sin	
1214	In the Realm of the Senses (Ai no corrida)	
1215	Barb Wire	Barb Wire (1996)
1216	Kissed	Never Been Kissed (1999)
1217	Assassins	
1218	Friday	Friday the 13th Part 3 3D (1982)
1219	Goofy Movie, A	
1220	Higher Learning	Higher Learning (1995)
1221	When a Man Loves a Woman	When a Man Loves a Woman (1994)
1222	Judgment Night	Judgment Night (1993)
1223	King of the Hill	
1224	Scout, The	Scout, The (1994)
1225	Angus	Angus (1995)
1226	Night Falls on Manhattan	
1227	Awfully Big Adventure, An	
1228	Under Siege 2: Dark Territory	
1229	Poison Ivy II	Poison Ivy II (1996)
1230	Ready to Wear (Pret-A-Porter)	
1231	Marked for Death	Marked for Death (1990)
1232	Madonna: Truth or Dare	
1233	Nénette et Boni	
1234	Chairman of the Board	Chairman of the Board (1998)
1235	Big Bang Theory, The	
1236	Other Voices, Other Rooms	
1237	Twisted	
1238	Full Speed	
1239	Cutthroat Island	Cutthroat Island (1995)
1240	Ghost in the Shell (Kokaku kidotai)	
1241	Van, The	
1242	Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)	
1243	Night Flier	
1244	Metro	Metropolis (2001)
1245	Gridlock'd	Gridlock'd (1997)
1246	Bushwhacked	Bushwhacked (1995)
1247	Bad Girls	
1248	Blink	
1249	For Love or Money	
1250	Best of the Best 3: No Turning Back	
1251	A Chef in Love	
1252	Contempt (Mépris, Le)	
1253	Tie That Binds, The	
1254	Gone Fishin'	Gone Fishin' (1997)
1255	Broken English	
1256	Designated Mourner, The	
1257	Designated Mourner, The	
1258	Trial and Error	
1259	Pie in the Sky	Pie in the Sky (1996)
1260	Total Eclipse	Total Eclipse (1995)
1261	Run of the Country, The	
1262	Walking and Talking	Walking and Talking (1996)
1263	Foxfire	Foxfire (1996)
1264	Nothing to Lose	
1265	Star Maps	Star Maps (1997)
1266	Bread and Chocolate (Pane e cioccolata)	
1267	Clockers	Clockers (1995)
1268	Bitter Moon	Bitter Moon (1992)
1269	Love in the Afternoon	Love in the Afternoon (1957)
1270	Life with Mikey	Life with Mikey (1993)
1271	North	North by Northwest (1959)
1272	Talking About Sex	
1273	Color of Night	Color of Night (1994)
1274	Robocop 3	
1275	Killer (Bulletproof Heart)	
1276	Sunset Park	Sunset Park (1996)
1277	Set It Off	Set It Off (1996)
1278	Selena	Selena (1997)
1279	Wild America	Wild America (1997)
1280	Gang Related	Gang Related (1997)
1281	Manny & Lo	
1282	Grass Harp, The	
1283	Out to Sea	Out to Sea (1997)
1284	Before and After	Before and After (1996)
1285	Princess Caraboo	Princess Caraboo (1994)
1286	Shall We Dance?	
1287	Ed	Ed Wood (1994)
1288	Denise Calls Up	Denise Calls Up (1995)
1289	Jack and Sarah	Jack and Sarah (1995)
1290	Country Life	
1291	Celtic Pride	Celtic Pride (1996)
1292	Simple Wish, A	
1293	Star Kid	
1294	Ayn Rand: A Sense of Life	
1295	Kicked in the Head	
1296	Indian Summer	
1297	Love Affair	Love Affair (1994)
1298	Band Wagon, The	
1299	Penny Serenade	Penny Serenade (1941)
1300	'Til There Was You	'Til There Was You (1997)
1301	Stripes	Racing Stripes (2005)
1302	Late Bloomers	
1303	Getaway, The	
1304	New York Cop	
1305	National Lampoon's Senior Trip	National Lampoon's Senior Trip (1995)
1306	Delta of Venus	Delta of Venus (1995)
1307	Carmen Miranda: Bananas Is My Business	
1308	Babyfever	
1309	Very Natural Thing, A	
1310	Walk in the Sun, A	
1311	Waiting to Exhale	Waiting to Exhale (1995)
1312	Pompatus of Love, The	
1313	Palmetto	Palmetto (1998)
1314	Surviving the Game	Surviving the Game (1994)
1315	Inventing the Abbotts	Inventing the Abbotts (1997)
1316	Horse Whisperer, The	
1317	Journey of August King, The	
1318	Catwalk	Catwalk (1996)
1319	Neon Bible, The	
1320	Homage	
1321	Open Season	
1322	Metisse (Café au Lait)	
1323	Wooden Man's Bride, The (Wu Kui)	
1324	Loaded	Herbie Fully Loaded (2005)
1325	August	
1326	Boys	Boys Life (1995)
1327	Captives	
1328	Of Love and Shadows	
1329	Low Life, The	
1330	An Unforgettable Summer	
1331	Last Klezmer: Leopold Kozlowski, His Life and Music, The	
1332	My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)	
1333	Midnight Dancers (Sibak)	
1334	Somebody to Love	
1335	American Buffalo	American Buffalo (1996)
1336	Kazaam	Kazaam (1996)
1337	Larger Than Life	Larger Than Life (1996)
1338	Two Deaths	
1339	Stefano Quantestorie	
1340	Crude Oasis, The	
1341	Hedd Wyn	
1342	Convent, The (Convento, O)	
1343	Lotto Land	
1344	Story of Xinghua, The	
1345	Day the Sun Turned Cold, The (Tianguo niezi)	
1346	Dingo	
1347	Ballad of Narayama, The (Narayama Bushiko)	
1348	Every Other Weekend	
1349	Mille bolle blu	
1350	Crows and Sparrows	
1351	Lover's Knot	
1352	Shadow of Angels (Schatten der Engel)	
1353	1-900	
1354	Venice/Venice	
1355	Infinity	
1356	Ed's Next Move	
1357	For the Moment	
1358	The Deadly Cure	
1359	Boys in Venice	
1360	Sexual Life of the Belgians, The	
1361	Search for One-eye Jimmy, The	
1362	American Strays	
1363	Leopard Son, The	
1364	Bird of Prey	
1365	Johnny 100 Pesos	
1366	JLG/JLG - autoportrait de décembre	
1367	Faust	Faust (1926)
1368	Mina Tannenbaum	Mina Tannenbaum (1994)
1369	Forbidden Christ, The (Cristo proibito, Il)	
1370	I Can't Sleep (J'ai pas sommeil)	
1371	Machine, The	
1372	Stranger, The	
1373	Good Morning	Good Morning, Vietnam (1987)
1374	Falling in Love Again	
1375	Cement Garden, The	
1376	Meet Wally Sparks	Meet Wally Sparks (1997)
1377	Hotel de Love	
1378	Rhyme & Reason	
1379	Love and Other Catastrophes	Love and Other Catastrophes (1996)
1380	Hollow Reed	
1381	Losing Chase	
1382	Bonheur, Le	
1383	Second Jungle Book: Mowgli & Baloo, The	
1384	Squeeze	
1385	Roseanna's Grave (For Roseanna)	
1386	Tetsuo II: Body Hammer	
1387	Fall	Falling Down (1993)
1388	Gabbeh	
1389	Mondo	
1390	Innocent Sleep, The	
1391	For Ever Mozart	
1392	Locusts, The	
1393	Stag	Stage Beauty (2004)
1394	Swept from the Sea	Swept from the Sea (1997)
1395	Hurricane Streets	Hurricane Streets (1997)
1396	Stonewall	
1397	Of Human Bondage	Of Human Bondage (1934)
1398	Anna	Anna Karenina (1997)
1399	Stranger in the House	Stranger in the House (1997)
1400	Picture Bride	
1401	M. Butterfly	M. Butterfly (1993)
1402	Ciao, Professore!	
1403	Caro Diario (Dear Diary)	
1404	Withnail and I	
1405	Boy's Life 2	
1406	When Night Is Falling	When Night Is Falling (1995)
1407	Specialist, The	
1408	Gordy	Gordy (1995)
1409	Swan Princess, The	
1410	Harlem	Harlem Nights (1989)
1411	Barbarella	Barbarella (1968)
1412	Land Before Time III: The Time of the Great Giving (1995)	
1413	Street Fighter	
1414	Coldblooded	
1415	Next Karate Kid, The	
1416	No Escape	
1417	Turning, The	
1418	Joy Luck Club, The	
1419	Highlander III: The Sorcerer	
1420	Gilligan's Island: The Movie	
1421	My Crazy Life (Mi vida loca)	
1422	Suture	Suture (1993)
1423	Walking Dead, The	
1424	I Like It Like That	I Like It Like That (1994)
1425	I'll Do Anything	I'll Do Anything (1994)
1426	Grace of My Heart	Grace of My Heart (1996)
1427	Drunks	Drunks (1995)
1428	SubUrbia	SubUrbia (1997)
1429	Sliding Doors	Sliding Doors (1998)
1430	Ill Gotten Gains	
1431	Legal Deceit	
1432	Mighty, The	
1433	Men of Means	
1434	Shooting Fish	Shooting Fish (1997)
1435	Steal Big, Steal Little	Steal Big, Steal Little (1995)
1436	Mr. Jones	
1437	House Party 3	House Party 3 (1994)
1438	Panther	Revenge of the Pink Panther (1978)
1439	Jason's Lyric	Jason's Lyric (1994)
1440	Above the Rim	Above the Rim (1994)
1441	Moonlight and Valentino	
1442	Scarlet Letter, The	
1443	8 Seconds	8 Seconds (1994)
1444	That Darn Cat!	That Darn Cat! (1965)
1445	Ladybird Ladybird	Ladybird Ladybird (1994)
1446	Bye Bye, Love	
1447	Century	Twentieth Century (1934)
1448	My Favorite Season	
1449	Pather Panchali	
1450	Golden Earrings	
1451	Foreign Correspondent	Foreign Correspondent (1940)
1452	Lady of Burlesque	
1453	Angel on My Shoulder	
1454	Angel and the Badman	
1455	Outlaw, The	
1456	Beat the Devil	Beat the Devil (1953)
1457	Love Is All There Is	
1458	Damsel in Distress, A	
1459	Madame Butterfly	
1460	Sleepover	
1461	Here Comes Cookie	
1462	Thieves (Voleurs, Les)	
1463	Boys, Les	
1464	Stars Fell on Henrietta, The	
1465	Last Summer in the Hamptons	
1466	Margaret's Museum	
1467	Saint of Fort Washington, The	
1468	Cure, The	
1469	Tom and Huck	Tom and Huck (1995)
1470	Gumby: The Movie	
1471	Hideaway	
1472	Visitors, The (Visiteurs, Les)	
1473	Little Princess, The	
1474	Nina Takes a Lover	Nina Takes a Lover (1994)
1475	Bhaji on the Beach	Bhaji on the Beach (1993)
1476	Raw Deal	Raw Deal (1986)
1477	Nightwatch	
1478	Dead Presidents	Dead Presidents (1995)
1479	Reckless	
1480	Herbie Rides Again	Herbie Rides Again (1974)
1481	S.F.W.	S.F.W. (1994)
1482	Gate of Heavenly Peace, The	
1483	Man in the Iron Mask, The	
1484	Jerky Boys, The	
1485	Colonel Chabert, Le	
1486	Girl in the Cadillac	
1487	Even Cowgirls Get the Blues	Even Cowgirls Get the Blues (1993)
1488	Germinal	
1489	Chasers	Chasers (1994)
1490	Fausto	
1491	Tough and Deadly	
1492	Window to Paris	
1493	Modern Affair, A	
1494	Mostro, Il	
1495	Flirt	Flirting (1991)
1496	Carpool	Carpool (1996)
1497	Line King: Al Hirschfeld, The	
1498	Farmer & Chase	
1499	Grosse Fatigue	
1500	Santa with Muscles	
1501	Prisoner of the Mountains (Kavkazsky Plennik)	
1502	Naked in New York	
1503	Gold Diggers: The Secret of Bear Mountain	
1504	Bewegte Mann, Der	
1505	Killer: A Journal of Murder	
1506	Nelly & Monsieur Arnaud	Nelly & Monsieur Arnaud (1995)
1507	Three Lives and Only One Death	
1508	Babysitter, The	
1509	Getting Even with Dad	Getting Even with Dad (1994)
1510	Mad Dog Time	
1511	Children of the Revolution	Children of the Revolution (1996)
1512	World of Apu, The (Apur Sansar)	
1513	Sprung	
1514	Dream With the Fishes	
1515	Wings of Courage	
1516	Wedding Gift, The	
1517	Race the Sun	
1518	Losing Isaiah	Losing Isaiah (1995)
1519	New Jersey Drive	New Jersey Drive (1995)
1520	Fear, The	
1521	Mr. Wonderful	Mr. Wonderful (1993)
1522	Trial by Jury	
1523	Good Man in Africa, A	
